kolumna1;kolumna2;kolumna3;kolumna4;kolumna5;kolumna6;kolumna7;kolumna8;kolumna9;kolumna10;kolumna11;kolumna12;kolumna13;kolumna14;kolumna15;kolumna16(Class attr)
b;0,3558730158730159;0,19642857142857142;u;g;i;bb;0,17543859649122806;f;f;0;f;g;0,105;0,00687;-
b;0,18920634920634924;0,010357142857142856;y;p;c;v;0,05263157894736842;f;f;0;t;g;0,08;0;-
a;0,17063492063492064;0,08625000000000001;y;p;c;v;0;f;f;0;f;g;0,06;0;-
b;0,16396825396825393;0,03125;u;g;m;v;0,0029824561403508773;f;t;0,05970149253731343;f;g;0,127;0,0195;-
b;0,1296825396825397;0,017857142857142856;u;g;c;v;0,0043859649122807015;f;f;0;f;g;0,18;0;-
a;0,36238095238095236;0,010357142857142856;u;g;ff;ff;0;f;t;0,14925373134328357;f;g;0,1;0,00018;-
a;0,14682539682539683;0,06553571428571428;u;g;j;j;0;f;t;0,014925373134328358;f;g;0,1;0,00053;-
a;0,2195238095238095;0,10714285714285714;u;g;m;v;0,09789473684210527;f;t;0,014925373134328358;t;g;0,14;0,0001;-
b;0,27507936507936503;0,11017857142857143;u;g;c;v;0,08771929824561403;f;t;0,029850746268656716;t;g;0,08;0,00041;-
a;0,2646031746031746;0,049107142857142856;u;g;w;h;0,0014035087719298247;f;t;0,04477611940298507;f;g;0;0,00033;-
b;0,13222222222222219;0,08339285714285714;u;g;k;v;0,02631578947368421;f;f;0;f;g;0,09;0;-
b;0,04095238095238093;0,14589285714285713;u;g;i;h;0,01456140350877193;f;f;0;t;g;0,06;0;-
a;0,1296825396825397;0,41660714285714284;u;g;k;h;0,0029824561403508773;f;f;0;f;g;0,16;5E-05;-
b;0,11634920634920633;0,14732142857142858;y;p;i;h;0,0014035087719298247;f;f;0;f;g;0,07;0,001;-
b;0,05825396825396828;0,23214285714285715;u;g;i;v;0,0043859649122807015;f;f;0;f;g;0,03;0,001;-
b;0,08603174603174606;0,14285714285714285;y;p;i;v;0,03508771929824561;f;f;0;t;g;0,18;0,01;-
b;0,10984126984126986;0,01482142857142857;u;g;c;v;0,0043859649122807015;f;f;0;f;g;0;0,00044;-
b;0,20634920634920634;0,07142857142857142;u;g;d;v;0,02631578947368421;f;f;0;t;g;0,04;0;-
b;0,156031746031746;0,02982142857142857;u;g;i;h;0,0029824561403508773;f;f;0;t;g;0,11;5E-05;-
b;0,4034920634920635;0,08928571428571429;y;p;i;h;0,3508771929824561;f;f;0;t;s;0,1;0;-
b;0,14285714285714285;0,4107142857142857;u;g;i;v;0,01456140350877193;f;f;0;f;g;0;0;-
a;0,050317460317460344;0,017857142857142856;u;g;i;v;0,005789473684210527;f;t;0,08955223880597014;t;g;0,12;0,00035;-
b;0,15476190476190477;0,11303571428571428;y;p;k;v;0,01456140350877193;f;t;0,014925373134328358;t;g;0,14;0,0008;-
a;0,0568253968253968;0,3392857142857143;u;g;aa;v;0,06140350877192982;f;t;0,14925373134328357;t;g;0;0,0001;-
b;0,15873015873015872;0,01482142857142857;y;p;c;v;0,0014035087719298247;f;t;0,029850746268656716;f;g;0,064;6E-05;-
b;0,3320634920634921;0,038571428571428576;u;g;m;v;0,040877192982456144;f;f;0;f;s;0,014;0;-
b;0,9695238095238095;0,6785714285714286;y;p;ff;ff;0,0014035087719298247;f;t;0,029850746268656716;f;g;0;0,00351;-
b;0,22888888888888892;0,004464285714285714;y;p;k;v;0,0029824561403508773;f;f;0;f;g;0,108;0,021;-
b;0,17063492063492064;0,47625;y;p;aa;v;0,0014035087719298247;f;f;0;t;g;0,06;0,00475;-
b;0,0806349206349206;0,12642857142857142;y;p;ff;ff;0;f;f;0;t;g;0,09;1E-05;-
a;0,5317460317460317;0,026785714285714284;u;g;q;h;0,09649122807017543;t;t;0,014925373134328358;f;g;0,1665;0,00892;+
b;0,16539682539682543;0,03125;u;g;q;v;0,16228070175438597;t;t;0,029850746268656716;t;g;0,26;0,02;+
b;0,40476190476190477;0,3392857142857143;u;g;m;v;0,22807017543859648;t;t;0,208955223880597;f;g;0,12;0,04607;+
a;0,10714285714285714;0,42267857142857146;u;g;c;h;0,21052631578947367;t;f;0;f;g;0,17;0;+
a;0,0806349206349206;0,15767857142857142;y;p;c;h;0,10526315789473684;t;f;0;f;g;0,12;0;+
b;0,08603174603174606;0,3392857142857143;u;g;w;v;0,05263157894736842;t;f;0;f;g;0,06;0,02206;+
a;0,17857142857142858;0,03125;u;g;x;h;0,03649122807017544;t;f;0;t;g;0,08;0,0586;+
b;0,10190476190476193;0,33035714285714285;u;g;c;v;0,05842105263157895;t;t;0,04477611940298507;t;g;0,02;0,00028;+
b;0,19047619047619047;0,017857142857142856;u;g;c;v;0,051228070175438595;t;t;0,07462686567164178;t;g;0,156;0;+
b;0,1058730158730159;0,25;u;g;c;v;0,05701754385964912;t;t;0,04477611940298507;f;g;0,1;0,01391;+
b;0,4007936507936508;0,17857142857142858;u;g;cc;v;0,12280701754385964;t;t;0,14925373134328357;t;g;0;0;+
a;0,7988888888888889;0,005892857142857143;u;g;ff;ff;0;t;t;0,014925373134328358;f;g;0,116;0,001;+
b;0,23015873015873015;0,18303571428571427;u;g;x;v;0,16666666666666666;t;t;0,029850746268656716;f;g;0,21;7E-05;+
a;0,23809523809523808;0,13392857142857142;u;g;c;v;0,03807017543859649;t;t;0,014925373134328358;t;g;0,1855;0;+
b;0,27904761904761904;0,6964285714285714;u;g;c;v;0,24561403508771928;t;t;0,23880597014925373;f;g;0;0,05;+
a;0,08206349206349209;0,32142857142857145;u;g;aa;v;0,02631578947368421;t;t;0,029850746268656716;f;g;0,044;0,00591;+
a;0,1746031746031746;0,10714285714285714;u;g;q;h;0,0643859649122807;t;t;0,2835820895522388;f;g;0;0,005;+
a;0,26857142857142857;0,42857142857142855;u;g;c;v;0,07017543859649122;t;t;0,014925373134328358;f;g;0,11;0,00019;+
b;0,11507936507936507;0,17107142857142857;y;p;w;v;0,07894736842105263;t;t;0,014925373134328358;t;g;0,04;0,003;+
b;0;0,14285714285714285;y;p;w;v;0,06140350877192982;t;t;0,029850746268656716;t;g;0,06;0,01;+
a;0,5119047619047619;0,14285714285714285;u;g;j;j;0;t;f;0;f;g;0,05;0,0096;+
a;0,4853968253968254;0;u;g;c;v;0,08771929824561403;t;f;0;f;g;0;0;+
b;0,10317460317460317;0,35571428571428576;u;g;e;dd;0;t;f;0;f;g;0;0;+
b;0,14158730158730162;0,09071428571428572;y;p;c;h;0,09070175438596491;t;f;0;f;g;0;0;+
a;0,7487301587301588;0,17857142857142858;u;g;aa;v;0,14035087719298245;t;t;0,05970149253731343;f;g;0;0,00099;+
b;0,03698412698412696;0,026785714285714284;u;g;c;v;0,06140350877192982;t;t;0,07462686567164178;t;g;0,176;0,0069;+
a;0,22888888888888892;0,013392857142857142;u;g;q;v;0,020526315789473684;t;t;0,05970149253731343;f;g;0,04;0;+
b;0,4034920634920635;0,06107142857142857;u;g;x;v;0,0043859649122807015;t;t;0,07462686567164178;t;g;0,24;0;+
a;0,25793650793650796;0,18892857142857142;u;g;e;dd;0,07894736842105263;t;t;0,07462686567164178;t;g;0,0495;0,005;+
b;0,1441269841269841;0,10714285714285714;u;g;m;v;0,045263157894736845;t;t;0,014925373134328358;f;g;0,13;0,008;+
a;0,1388888888888889;0,30357142857142855;u;g;q;v;0,06140350877192982;t;t;0,14925373134328357;f;g;0,04;0,0099;-
a;0,23539682539682538;0,05946428571428571;u;g;q;v;0,08473684210526317;t;f;0;t;g;0,22;0;-
b;0,49873015873015875;0,05357142857142857;u;g;c;v;0,08771929824561403;t;f;0;t;g;0,07;0;-
b;0,4417460317460317;0,0625;u;g;k;v;0,007368421052631579;t;f;0;f;g;0,08;0;-
a;0,6877777777777777;0,011964285714285715;u;g;i;bb;0,03508771929824561;t;f;0;t;g;0,126;0,02197;-
a;0,6666666666666666;0,25285714285714284;u;g;k;h;0,23684210526315788;t;t;0,04477611940298507;t;g;0,05;0,0005;-
b;0,46825396825396826;0,9003571428571429;u;g;q;h;0,007368421052631579;t;t;0,014925373134328358;f;g;0,38;0,0009;-
a;0,18380952380952378;0,07446428571428572;u;g;c;h;0,09649122807017543;t;f;0;t;g;0,18;1E-05;-
a;0,17190476190476187;0,02392857142857143;u;g;aa;h;0,06140350877192982;t;f;0;f;g;0,2;0;-
b;0,466984126984127;0,08035714285714286;u;g;i;bb;0,02631578947368421;t;f;0;f;g;0,28;0;-
b;0,4312698412698413;0,02982142857142857;u;g;ff;ff;0;t;f;0;f;g;0,065;1E-05;-
b;0,28698412698412695;0,08928571428571429;u;g;aa;v;0,2631578947368421;t;f;0;t;g;0,2615;0;-
a;0,3201587301587302;0,056607142857142856;y;p;ff;ff;0;t;f;0;f;g;0,16;0;-
a;0,17730158730158732;0,044642857142857144;u;g;ff;ff;0;t;f;0;f;g;0,04;0;-
b;0,3412698412698413;0,11303571428571428;u;g;x;h;0,13157894736842105;t;f;0;t;g;0,34;0;-
b;0,3253968253968254;0,0625;u;g;w;bb;0,008771929824561403;t;f;0;t;g;0,0815;0;-
b;0,09000000000000002;0,05357142857142857;y;p;cc;v;0,07017543859649122;t;f;0;t;g;0,05;0,0002;-
b;0,4603174603174603;0,10714285714285714;u;g;i;bb;0,03508771929824561;t;f;0;f;g;0;0,002;-
b;0,09396825396825399;0,35714285714285715;y;p;k;h;0,029298245614035087;t;f;0;t;g;0,07;0;-
b;0,3584126984126984;0,13535714285714287;u;g;w;v;0,040877192982456144;t;f;0;t;g;0,1;0;-
b;0,25920634920634916;0,037142857142857144;y;p;i;bb;0,017543859649122806;t;t;0,14925373134328357;t;g;0,066;0,00028;-
b;0,48412698412698413;0,39285714285714285;y;p;d;v;0,05263157894736842;t;f;0;f;s;0;0;-
b;0,156031746031746;0,016428571428571428;y;p;w;v;0,09210526315789473;t;t;0,08955223880597014;t;g;0,104;0,00347;-
b;0,16142857142857145;0,05357142857142857;u;g;d;h;0,06578947368421052;t;t;0,08955223880597014;f;g;0,1;0,00327;+
b;0,3082539682539683;0,03571428571428571;u;g;x;v;0,02631578947368421;t;t;0,1044776119402985;t;g;0,17;0,04071;+
b;0,5488888888888889;0,42857142857142855;u;g;m;v;0,5614035087719298;t;f;0;f;s;0,055;0;+
b;1;0,7960714285714285;u;g;e;z;0,4473684210526316;t;t;0,014925373134328358;t;g;0;0,00109;+
b;0,5965079365079364;0,35714285714285715;u;g;i;bb;0;t;t;0,16417910447761194;f;g;0;0,01249;+
b;0,3333333333333333;0,5357142857142857;u;g;r;n;0,18859649122807018;t;t;0,13432835820895522;t;g;0;0,00134;+
b;0,3941269841269841;0,11910714285714286;u;g;w;v;0,14035087719298245;t;t;0,208955223880597;f;g;0,1915;0,01344;+
a;0,13761904761904764;0,4017857142857143;y;p;x;h;0,02631578947368421;t;t;0,05970149253731343;f;g;0;0,00321;+
b;0,4471428571428572;0,015;u;g;c;h;0,007368421052631579;t;t;0,08955223880597014;f;g;0,11;0,00948;+
b;0,25126984126984125;0,16071428571428573;u;g;w;v;0,2631578947368421;t;t;0,029850746268656716;t;g;0,165;0;+
a;0,2923809523809524;0,052142857142857144;u;g;w;v;0,03807017543859649;t;t;0,23880597014925373;f;g;0,06;0,02079;+
b;0,597936507936508;0,0014285714285714286;u;g;x;h;0,0014035087719298247;t;f;0;f;g;0;0,03;+
a;0,1441269841269841;0,08178571428571428;u;g;q;h;0,08035087719298245;t;t;0,1044776119402985;t;g;0,07;0,02384;+
a;0,17857142857142858;0,44035714285714284;u;g;cc;h;0,12280701754385964;t;t;0,08955223880597014;f;g;0,2;0,00458;+
b;0,20634920634920634;0,04017857142857143;u;g;x;h;0,043859649122807015;t;f;0;f;g;0;0,05298;+
b;0,15206349206349204;0,05357142857142857;u;g;c;h;0,04964912280701755;t;f;0;f;g;0,211;0,002;+
b;0,16936507936507939;0,4405357142857143;u;g;q;h;0,055614035087719296;t;f;0;t;g;0,06;0;+
b;0,45111111111111113;0,18;u;g;q;h;0,4473684210526316;t;f;0;t;g;0,046;0;+
a;0,11238095238095236;0,10714285714285714;u;g;aa;v;0,0014035087719298247;t;f;0;f;g;0,05;0;+
b;0,14809523809523806;0,4107142857142857;u;g;w;h;0,07456140350877193;t;t;0,16417910447761194;t;g;0,145;0,00284;+
a;0,1812698412698413;0,10267857142857142;u;g;x;h;0,03070175438596491;t;f;0;f;g;0,18;0;+
b;0,46555555555555556;0,013392857142857142;y;p;c;v;0,013157894736842105;t;t;0,11940298507462686;t;g;0,15;0,00162;+
a;0,3492063492063492;0,03267857142857143;u;g;aa;v;0,02631578947368421;t;t;0,05970149253731343;f;g;0;0,01583;+
b;0,7261904761904762;0,09821428571428571;u;g;w;v;0,06140350877192982;t;t;0,07462686567164178;t;g;0,03;0,00058;+
b;0,11507936507936507;0,10714285714285714;y;p;d;v;0,03807017543859649;t;t;0,11940298507462686;t;g;0,08;1E-05;+
b;0,1296825396825397;0,019285714285714288;y;p;x;v;0,0014035087719298247;t;t;0,014925373134328358;t;g;0,42;0,00059;+
a;0,8161904761904762;0,5;u;g;ff;ff;0;t;t;0,16417910447761194;t;g;0;0,014;+
a;0,10444444444444442;0,35714285714285715;u;g;c;h;0,03508771929824561;t;t;0,05970149253731343;f;g;0,025;0,01465;+
b;0,29365079365079366;0,005892857142857143;y;p;c;h;0,11403508771929824;t;t;0,014925373134328358;t;g;0,216;0,08;+
b;0,26063492063492066;0,017857142857142856;u;g;c;v;0,06140350877192982;t;t;0,16417910447761194;f;g;0,016;0,0054;+
b;0,1812698412698413;0,21428571428571427;u;g;c;v;0,03508771929824561;t;t;0,04477611940298507;f;g;0;0;+
b;0,4034920634920635;0,05803571428571429;u;g;c;v;0,05263157894736842;t;t;0,14925373134328357;f;g;0,093;0,047;+
b;0,402063492063492;0,21428571428571427;u;g;m;v;0,045263157894736845;t;t;0,07462686567164178;t;g;0,054;0,01097;+
b;0,28444444444444444;0,02964285714285714;u;g;x;v;0,04684210526315789;t;t;0,11940298507462686;t;g;0,1515;0,0329;+
b;0,43253968253968256;0,0014285714285714286;u;g;e;v;0,0014035087719298247;f;t;0,014925373134328358;f;s;0,28;0;+
b;0,5515873015873016;0,15178571428571427;u;g;m;v;0,0043859649122807015;t;f;0;t;g;0,1125;0;+
b;0,30031746031746037;0,32142857142857145;y;p;w;h;0,18421052631578946;t;f;0;t;g;0,077;0;+
a;0,22746031746031745;0,5357142857142857;y;p;e;z;0;t;f;0;f;g;0;0,13212;+
b;0,9471428571428572;0,6339285714285714;u;g;ff;ff;0;t;f;0;t;g;0;0;+
b;0,7988888888888889;0,7142857142857143;u;g;x;h;0,6140350877192983;t;t;0,13432835820895522;t;g;0;0,01;+
b;0,6004761904761905;0,5357142857142857;u;g;c;v;0,2982456140350877;t;t;0,13432835820895522;f;g;0;0;+
b;0,2050793650793651;0,0625;y;p;c;v;0,03508771929824561;t;t;0,07462686567164178;t;g;0,08;0,05777;+
b;0,18380952380952378;0,020714285714285713;u;g;c;v;0,010175438596491228;t;t;0,1044776119402985;t;g;0,048;0,05124;+
b;0,26063492063492066;0,23214285714285715;u;g;cc;v;0,10964912280701754;t;t;0,11940298507462686;f;g;0,165;0,012;+
b;0,21031746031746032;0,026785714285714284;u;g;c;h;0,14912280701754385;t;t;0,04477611940298507;t;g;0,156;0,0015;+
b;0,32412698412698415;0,1875;u;g;w;v;0,0029824561403508773;f;f;0;t;g;0,145;6E-05;+
b;0,3955555555555556;0,0075;u;g;k;v;0,0029824561403508773;t;f;0;t;g;0,14;0;+
b;0,19047619047619047;0,026785714285714284;u;g;c;bb;0,008771929824561403;t;f;0;f;g;0,1745;0,00023;+
a;0,5131746031746032;0,10714285714285714;u;g;c;v;0,08333333333333333;t;t;0,11940298507462686;t;g;0,198;0,04159;+
a;0,12301587301587301;0,21428571428571427;u;g;aa;v;0,08771929824561403;t;t;0,04477611940298507;f;g;0,04;0,00918;+
b;0,10714285714285714;0,08625000000000001;u;g;c;v;0,07017543859649122;t;t;0,16417910447761194;t;g;0,1;0,03;+
a;0,25;0,016428571428571428;u;g;k;v;0,018947368421052633;t;t;0,05970149253731343;f;g;0,19;0,005;+
b;0,2552380952380952;0,044642857142857144;y;p;k;v;0,008771929824561403;f;f;0;f;g;0,112;0;-
b;0,10047619047619046;0,008928571428571428;u;g;q;v;0,0043859649122807015;f;f;0;f;g;0,1;0;-
b;0,1534920634920635;0,02089285714285714;u;g;c;h;0,0029824561403508773;t;f;0;f;g;0,09;0;-
a;0,25126984126984125;0,0625;y;p;k;v;0,043859649122807015;f;f;0;t;g;0,14;0;-
b;0,03841269841269844;0,0014285714285714286;u;g;c;v;0,0014035087719298247;f;f;0;f;g;0;0;+
b;0,2949206349206349;0,125;u;g;k;v;0,017543859649122806;f;f;0;t;g;0,116;0;-
b;0,540952380952381;0,14875;u;g;x;bb;0,0029824561403508773;f;f;0;t;g;0,26;0;-
b;0,0992063492063492;0,044642857142857144;y;p;k;v;0,0043859649122807015;f;f;0;f;g;0,07;4E-05;-
b;0,2195238095238095;0,11607142857142858;y;p;q;h;0,17842105263157895;f;t;0,029850746268656716;t;g;0,1845;1E-05;-
b;0,13095238095238096;0,028214285714285716;u;g;w;v;0,010175438596491228;f;t;0,014925373134328358;f;g;0,21;0,00283;-
b;0,08857142857142855;0,38982142857142854;u;g;c;bb;0,020526315789473684;f;t;0,029850746268656716;t;g;0,1;7E-05;-
a;0,39015873015873015;0,15767857142857142;u;g;c;v;0,0043859649122807015;f;f;0;f;g;0,08;0;-
b;0,24873015873015875;0,044642857142857144;u;g;c;h;0,008771929824561403;f;t;0,029850746268656716;t;g;0,2;0,00108;-
b;0,14158730158730162;0,026785714285714284;u;g;i;v;0,055614035087719296;f;t;0,014925373134328358;t;g;0,2;9E-05;-
b;0,29365079365079366;0,5;y;p;ff;ff;0;f;t;0,029850746268656716;f;g;0,08;1E-05;-
b;0,25126984126984125;0,16964285714285715;u;g;m;v;0,07017543859649122;f;t;0,014925373134328358;t;g;0,23;0,00068;-
b;0,07412698412698415;0,3719642857142857;y;p;aa;v;0,0043859649122807015;t;f;0;f;g;0,06;0,00375;-
b;0,1336507936507937;0,08035714285714286;u;g;i;v;0,0043859649122807015;f;f;0;f;g;0,08;0,0001;-
b;0,14158730158730162;0,005892857142857143;u;g;c;j;0,07894736842105263;f;f;0;t;s;0;0;+
b;0,0806349206349206;0;u;g;q;v;0,023333333333333334;f;f;0;f;g;0,08;1E-05;-
b;0,12428571428571426;0,028214285714285716;y;p;cc;v;0,023333333333333334;f;f;0;f;g;0,08;0;-
b;0,15873015873015872;0,42857142857142855;u;g;c;v;0,0731578947368421;f;f;0;f;s;0,04;0;-
b;0,3544444444444444;0,09071428571428572;u;g;ff;ff;0;f;f;0;f;g;0;0,01;-
b;0,24603174603174602;0,4642857142857143;u;g;d;h;0,017543859649122806;f;f;0;f;g;0,114;0;-
a;0,09253968253968252;0,02375;u;g;w;v;0,05842105263157895;f;f;0;f;g;0,11;5E-05;-
a;0,14555555555555558;0,044642857142857144;u;g;q;v;0,008771929824561403;f;f;0;t;g;0,06;0,00809;-
a;0,21428571428571427;0,010357142857142856;u;g;m;h;0,0043859649122807015;f;t;0,014925373134328358;t;g;0,136;0,00108;-
a;0,3968253968253968;0,05357142857142857;u;g;ff;ff;0;f;f;0;f;g;0,038;0;-
b;0,29634920634920636;0,07732142857142857;y;p;k;ff;0;f;f;0;f;g;0,06;0;-
a;0,15873015873015872;0,025357142857142856;u;g;w;v;0,008771929824561403;f;t;0,014925373134328358;t;g;0,12;4E-05;-
b;0,07015873015873018;0,08785714285714286;u;g;c;n;0,03368421052631579;f;t;0,029850746268656716;t;g;0,08;0,00587;-
b;0,4312698412698413;0,017857142857142856;y;p;m;v;0,017543859649122806;f;f;0;t;g;0,065;0;-
b;0,09126984126984126;0,3423214285714286;u;g;aa;v;0,027719298245614036;f;f;0;f;g;0,04;0,0035;-
b;0,23539682539682538;0,12946428571428573;u;g;aa;v;0,008771929824561403;f;f;0;t;g;0,05;0;-
b;0,3465079365079365;0,026785714285714284;u;g;k;v;0,05263157894736842;f;f;0;t;g;0,1155;0;-
b;0,32412698412698415;0,09821428571428571;u;g;i;bb;0,08771929824561403;f;f;0;t;g;0,116;0,002;-
b;0,283015873015873;0,026785714285714284;y;p;aa;v;0,12280701754385964;f;f;0;t;g;0,16;0;-
a;0,6150793650793651;0,25;u;g;aa;h;0,10526315789473684;f;f;0;f;g;0;0;-
b;0,3558730158730159;0,015;y;p;w;v;0,010175438596491228;f;f;0;t;g;0,1545;2E-05;-
b;0,3742857142857143;0,09517857142857143;u;g;cc;v;0,005789473684210527;f;f;0;t;g;0;0,00501;-
a;0,11238095238095236;0,30357142857142855;u;g;c;v;0,005789473684210527;f;f;0;f;g;0;0,00351;-
b;0,16396825396825393;0,32142857142857145;u;g;aa;v;0,008771929824561403;f;f;0;t;g;0;0;-
b;0,18777777777777774;0,011964285714285715;u;g;k;h;0,12280701754385964;f;f;0;t;g;0,17;0;-
a;0,34;0,13392857142857142;u;g;ff;ff;0;f;t;0,08955223880597014;f;g;0;0,002;-
b;0,5449206349206349;0,13392857142857142;u;g;i;bb;0,03508771929824561;f;f;0;f;g;0,05;2E-05;-
a;0,03301587301587302;0,27232142857142855;u;g;q;v;0,0043859649122807015;f;t;0,014925373134328358;t;g;0;0,0016;-
a;0,1388888888888889;0,01482142857142857;u;g;i;v;0,011754385964912281;f;f;0;t;s;0,072;0;-
b;0,12301587301587301;0,4107142857142857;u;g;i;v;0,017543859649122806;t;f;0;t;g;0,05;0,00068;-
a;0,156031746031746;0,02964285714285714;u;g;q;v;0,01456140350877193;f;t;0,014925373134328358;t;g;0,1;0,00011;-
a;0,11634920634920633;0,17857142857142858;y;p;ff;ff;0;f;f;0;f;g;0;0;-
b;0,18920634920634924;0,11607142857142858;u;g;c;h;0,08035087719298245;f;t;0,014925373134328358;t;g;0,208;0,00021;-
a;0,39952380952380956;0,05946428571428571;u;g;aa;v;0,008771929824561403;f;f;0;f;g;0;0,0039;-
a;0,031746031746031744;0,013392857142857142;u;g;c;v;0,03508771929824561;f;f;0;f;g;0,06;0,00018;-
a;0,23539682539682538;0,13392857142857142;u;g;c;v;0,008771929824561403;f;t;0,014925373134328358;t;g;0,02;0,00154;-
b;0,1349206349206349;0,32142857142857145;u;g;aa;v;0,0029824561403508773;f;f;0;f;g;0;0;-
b;0,2552380952380952;0,125;u;g;c;v;0,005789473684210527;f;f;0;f;g;0,108;0;-
a;0,15476190476190477;0,05357142857142857;u;g;w;v;0,03070175438596491;f;f;0;t;g;0,08;0;-
b;0,2909523809523809;0,14285714285714285;y;p;cc;v;0,05263157894736842;f;f;0;t;g;0,06;0;-
b;0,27507936507936503;0,05357142857142857;y;p;w;v;0,0014035087719298247;f;f;0;f;s;0,08;0;-
b;0,28698412698412695;0,0014285714285714286;y;p;m;v;0,0014035087719298247;f;f;0;f;g;0;0;-
a;0,12698412698412698;0,41964285714285715;u;g;c;v;0,008771929824561403;f;f;0;t;g;0,09;0;-
a;0,06619047619047622;0,019285714285714288;u;g;c;v;0,06140350877192982;f;t;0,014925373134328358;t;g;0,04;5E-05;-
b;0,26317460317460317;0,017857142857142856;u;g;d;h;0,0029824561403508773;f;f;0;t;s;0,126;0;-
b;0,6044444444444445;0,07285714285714286;y;p;ff;ff;0,05263157894736842;f;f;0;f;g;0,06;1E-05;-
b;0,5304761904761905;0,20839285714285713;u;g;w;v;0,19298245614035087;f;f;0;f;g;0,2325;0,0015;-
b;0,19174603174603172;0,45839285714285716;u;g;cc;v;0,017543859649122806;f;f;0;f;g;0;2E-05;-
a;0,5793650793650794;0,02982142857142857;u;g;aa;v;0,017543859649122806;f;f;0;t;g;0,12;0,00117;-
a;0,3742857142857143;0,08928571428571429;u;g;i;h;0,007368421052631579;f;f;0;f;g;0,13;0,00246;-
a;0,4417460317460317;0,037142857142857144;u;g;aa;v;0,023333333333333334;f;f;0;f;g;0,12;0,00237;-
a;0,2671428571428571;0,3808928571428571;u;g;q;h;0,0029824561403508773;f;t;0,1791044776119403;t;g;0,0645;3E-05;-
b;0,09000000000000002;0,25892857142857145;u;g;m;v;0,0014035087719298247;f;t;0,014925373134328358;f;g;0,05;1E-05;-
a;0,06619047619047622;0,36464285714285716;u;g;ff;ff;0;f;f;0;f;g;0;0,0005;-
a;0,10047619047619046;0,044642857142857144;u;g;c;v;0;f;f;0;f;g;0;0;-
b;0,09126984126984126;0,010357142857142856;u;g;k;v;0,010175438596491228;f;f;0;f;g;0,14;0,00364;-
b;0,22349206349206346;0,03571428571428571;y;p;d;h;0,10526315789473684;f;f;0;f;g;0,088;0,00537;-
b;0,05285714285714283;0,11750000000000001;u;g;i;v;0,011754385964912281;f;f;0;t;g;0,07;2E-05;-
b;0,35984126984126985;0,026785714285714284;y;p;d;v;0,020526315789473684;f;f;0;f;g;0,12;3E-05;-
b;0,42587301587301585;0,11750000000000001;u;g;m;v;0,12280701754385964;f;f;0;t;s;0,2;0;-
b;0,11634920634920633;0,36017857142857146;y;p;e;h;0,043859649122807015;f;f;0;f;g;0,13;0;-
a;0,14158730158730162;0,026785714285714284;u;g;c;v;0,07017543859649122;f;t;0,029850746268656716;t;g;0,1;0,00394;-
a;0,18253968253968253;0,48214285714285715;y;p;ff;ff;0,07017543859649122;f;t;0,014925373134328358;t;g;0,1;1E-05;-
b;0,06619047619047622;0,007321428571428571;u;g;aa;v;0,0014035087719298247;f;f;0;f;g;0,14;0,0075;-
b;0,3373015873015873;0,12053571428571429;u;g;c;h;0,2908771929824561;f;f;0;t;g;0;0;-
